date,admin1,admin2,market,latitude,longitude,category,commodity,unit,pricetype,currency,price,usdprice
2014-08-15,Uttar Pradesh,Lucknow,Lucknow,26.84,80.94,cereals and tubers,Potatoes,KG,actual,INR,25.0,0.41
2014-08-15,Uttar Pradesh,Varanasi,Varanasi,25.33,83.0,cereals and tubers,Potatoes,KG,actual,INR,23.33,0.38
2014-08-15,Uttarakhand,Dehra Dun,Dehradun,30.33,78.06,cereals and tubers,Potatoes,KG,actual,INR,25.8,0.42
2014-08-15,West Bengal,Darjiling,Siliguri,26.72,88.44,cereals and tubers,Potatoes,KG,actual,INR,22.25,0.37
2014-08-15,West Bengal,Kolkata,Kolkata,22.56,88.4,cereals and tubers,Potatoes,KG,actual,INR,19.87,0.33
2014-09-15,Andaman and Nicobar,Andaman Islands,Port Blair,11.664,92.75,cereals and tubers,Potatoes,KG,actual,INR,31.5,0.52
2014-09-15,Andhra Pradesh,Krishna,Vijaywada,16.52,80.6,cereals and tubers,Potatoes,KG,actual,INR,30.0,0.49
2014-09-15,Assam,Kamrup,Guwahati,26.19,91.75,cereals and tubers,Potatoes,KG,actual,INR,25.86,0.42
2014-09-15,Bihar,Banka,Bhagalpur,24.89,86.94,cereals and tubers,Potatoes,KG,actual,INR,22.33,0.37
2014-09-15,Bihar,Patna,Patna,25.6,85.1,cereals and tubers,Potatoes,KG,actual,INR,24.0,0.39
2014-09-15,Chandigarh,Chandigarh,Chandigarh,30.73,76.8,cereals and tubers,Potatoes,KG,actual,INR,32.59,0.53
2014-09-15,Delhi,Delhi,Delhi,28.67,77.2,cereals and tubers,Potatoes,KG,actual,INR,33.41,0.55
2014-09-15,Goa,North Goa,Panaji,15.484,73.8,cereals and tubers,Potatoes,KG,actual,INR,37.62,0.62
2014-09-15,Gujarat,Ahmadabad,Ahmedabad,23.03,72.6,cereals and tubers,Potatoes,KG,actual,INR,23.55,0.39
2014-09-15,Gujarat,Rajkot,Rajkot,22.3,70.8,cereals and tubers,Potatoes,KG,actual,INR,30.45,0.5
2014-09-15,Haryana,Hisar,Hisar,29.17,75.7,cereals and tubers,Potatoes,KG,actual,INR,22.58,0.37
2014-09-15,Haryana,Karnal,Karnal,29.69,77.0,cereals and tubers,Potatoes,KG,actual,INR,25.16,0.41
2014-09-15,Himachal Pradesh,Mandi,Mandi,31.72,76.94,cereals and tubers,Potatoes,KG,actual,INR,30.71,0.5
2014-09-15,Himachal Pradesh,Shimla,Shimla,31.11,77.2,cereals and tubers,Potatoes,KG,actual,INR,30.0,0.49
2014-09-15,Jharkhand,Ranchi,Ranchi,23.34,85.3,cereals and tubers,Potatoes,KG,actual,INR,23.65,0.39
2014-09-15,Karnataka,Bangalore Urban,Bengaluru,12.96,77.56,cereals and tubers,Potatoes,KG,actual,INR,25.32,0.41
2014-09-15,Karnataka,Dharwad,Dharwad,15.47,75.0,cereals and tubers,Potatoes,KG,actual,INR,28.0,0.46
2014-09-15,Kerala,Ernakulam,Ernakulam,9.984,76.3,cereals and tubers,Potatoes,KG,actual,INR,39.41,0.65
2014-09-15,Kerala,Thiruvananthapuram,Tiruvanantapuram,8.51,76.94,cereals and tubers,Potatoes,KG,actual,INR,40.63,0.67
2014-09-15,Madhya Pradesh,Bhopal,Bhopal,23.27,77.4,cereals and tubers,Potatoes,KG,actual,INR,24.9,0.41
2014-09-15,Madhya Pradesh,Indore,Indore,22.72,75.8,cereals and tubers,Potatoes,KG,actual,INR,29.67,0.49
2014-09-15,Maharashtra,Amravati,Raipur,21.58,77.25,cereals and tubers,Potatoes,KG,actual,INR,30.35,0.5
2014-09-15,Maharashtra,Bid,Nagpur,18.86,76.44,cereals and tubers,Potatoes,KG,actual,INR,19.14,0.31
2014-09-15,Maharashtra,Mumbai city,Mumbai,18.97,72.8,cereals and tubers,Potatoes,KG,actual,INR,30.48,0.5
2014-09-15,Meghalaya,East Khasi Hills,Shillong,25.58,91.9,cereals and tubers,Potatoes,KG,actual,INR,27.0,0.44
2014-09-15,Mizoram,Aizawl,Aizawl,23.72,92.7,cereals and tubers,Potatoes,KG,actual,INR,39.75,0.65
2014-09-15,Nagaland,Dimapur,Dimapur,25.9,93.75,cereals and tubers,Potatoes,KG,actual,INR,43.33,0.71
2014-09-15,Orissa,Cuttack,Cuttack,20.5,85.8,cereals and tubers,Potatoes,KG,actual,INR,27.85,0.46
2014-09-15,Orissa,Khordha,Bhubaneshwar,20.23,85.8,cereals and tubers,Potatoes,KG,actual,INR,26.75,0.44
2014-09-15,Orissa,Sambalpur,Sambalpur,21.45,83.94,cereals and tubers,Potatoes,KG,actual,INR,27.74,0.45
2014-09-15,Puducherry,Puducherry,Puducherry,11.92,79.75,cereals and tubers,Potatoes,KG,actual,INR,31.91,0.52
2014-09-15,Punjab,Amritsar,Amritsar,31.64,74.9,cereals and tubers,Potatoes,KG,actual,INR,29.68,0.49
2014-09-15,Punjab,Bathinda,Bathinda,30.2,74.94,cereals and tubers,Potatoes,KG,actual,INR,28.47,0.47
2014-09-15,Punjab,Ludhiana,Ludhiana,30.9,75.9,cereals and tubers,Potatoes,KG,actual,INR,25.26,0.41
2014-09-15,Rajasthan,Bikaner,Jaipur,28.89,74.06,cereals and tubers,Potatoes,KG,actual,INR,24.16,0.4
2014-09-15,Rajasthan,Jodhpur,Jodhpur,26.28,73.0,cereals and tubers,Potatoes,KG,actual,INR,22.77,0.37
2014-09-15,Rajasthan,Kota,Kota,25.19,75.8,cereals and tubers,Potatoes,KG,actual,INR,23.71,0.39
2014-09-15,Tamil Nadu,Chennai,Chennai,13.086,80.3,cereals and tubers,Potatoes,KG,actual,INR,27.32,0.45
2014-09-15,Tamil Nadu,Dindigul,Dindigul,10.35,77.94,cereals and tubers,Potatoes,KG,actual,INR,30.0,0.49
2014-09-15,Telangana,Hyderabad,Hyderabad,17.38,78.5,cereals and tubers,Potatoes,KG,actual,INR,32.0,0.52
2014-09-15,Tripura,West Tripura,Agartala,23.84,91.25,cereals and tubers,Potatoes,KG,actual,INR,31.0,0.51
2014-09-15,Uttar Pradesh,Agra,Agra,27.19,78.0,cereals and tubers,Potatoes,KG,actual,INR,23.67,0.39
2014-09-15,Uttar Pradesh,Kanpur,Kanpur,26.47,80.4,cereals and tubers,Potatoes,KG,actual,INR,21.88,0.36
2014-09-15,Uttar Pradesh,Lucknow,Lucknow,26.84,80.94,cereals and tubers,Potatoes,KG,actual,INR,25.0,0.41
2014-09-15,Uttar Pradesh,Varanasi,Varanasi,25.33,83.0,cereals and tubers,Potatoes,KG,actual,INR,24.47,0.4
2014-09-15,Uttarakhand,Dehra Dun,Dehradun,30.33,78.06,cereals and tubers,Potatoes,KG,actual,INR,26.0,0.43
2014-09-15,West Bengal,Darjiling,Siliguri,26.72,88.44,cereals and tubers,Potatoes,KG,actual,INR,24.2,0.4
2014-09-15,West Bengal,Kolkata,Kolkata,22.56,88.4,cereals and tubers,Potatoes,KG,actual,INR,20.86,0.34
2014-10-15,Andaman and Nicobar,Andaman Islands,Port Blair,11.664,92.75,cereals and tubers,Potatoes,KG,actual,INR,30.0,0.49
2014-10-15,Andhra Pradesh,Krishna,Vijaywada,16.52,80.6,cereals and tubers,Potatoes,KG,actual,INR,30.29,0.49
2014-10-15,Assam,Kamrup,Guwahati,26.19,91.75,cereals and tubers,Potatoes,KG,actual,INR,26.87,0.44
2014-10-15,Bihar,Banka,Bhagalpur,24.89,86.94,cereals and tubers,Potatoes,KG,actual,INR,23.54,0.38
2014-10-15,Bihar,Patna,Patna,25.6,85.1,cereals and tubers,Potatoes,KG,actual,INR,24.44,0.4
2014-10-15,Chandigarh,Chandigarh,Chandigarh,30.73,76.8,cereals and tubers,Potatoes,KG,actual,INR,25.0,0.41
2014-10-15,Delhi,Delhi,Delhi,28.67,77.2,cereals and tubers,Potatoes,KG,actual,INR,36.2,0.59
2014-10-15,Goa,North Goa,Panaji,15.484,73.8,cereals and tubers,Potatoes,KG,actual,INR,38.0,0.62
2014-10-15,Gujarat,Ahmadabad,Ahmedabad,23.03,72.6,cereals and tubers,Potatoes,KG,actual,INR,22.94,0.37
2014-10-15,Gujarat,Rajkot,Rajkot,22.3,70.8,cereals and tubers,Potatoes,KG,actual,INR,27.5,0.45
2014-10-15,Haryana,Hisar,Hisar,29.17,75.7,cereals and tubers,Potatoes,KG,actual,INR,23.5,0.38
2014-10-15,Haryana,Karnal,Karnal,29.69,77.0,cereals and tubers,Potatoes,KG,actual,INR,25.43,0.41
2014-10-15,Himachal Pradesh,Mandi,Mandi,31.72,76.94,cereals and tubers,Potatoes,KG,actual,INR,33.2,0.54
2014-10-15,Himachal Pradesh,Shimla,Shimla,31.11,77.2,cereals and tubers,Potatoes,KG,actual,INR,31.43,0.51
2014-10-15,Jharkhand,Ranchi,Ranchi,23.34,85.3,cereals and tubers,Potatoes,KG,actual,INR,25.83,0.42
2014-10-15,Karnataka,Bangalore Urban,Bengaluru,12.96,77.56,cereals and tubers,Potatoes,KG,actual,INR,25.75,0.42
2014-10-15,Karnataka,Dharwad,Dharwad,15.47,75.0,cereals and tubers,Potatoes,KG,actual,INR,28.62,0.47
2014-10-15,Kerala,Ernakulam,Ernakulam,9.984,76.3,cereals and tubers,Potatoes,KG,actual,INR,42.33,0.69
2014-10-15,Kerala,Thiruvananthapuram,Tiruvanantapuram,8.51,76.94,cereals and tubers,Potatoes,KG,actual,INR,41.07,0.67
2014-10-15,Madhya Pradesh,Bhopal,Bhopal,23.27,77.4,cereals and tubers,Potatoes,KG,actual,INR,30.0,0.49
2014-10-15,Madhya Pradesh,Indore,Indore,22.72,75.8,cereals and tubers,Potatoes,KG,actual,INR,33.93,0.55
2014-10-15,Maharashtra,Amravati,Raipur,21.58,77.25,cereals and tubers,Potatoes,KG,actual,INR,31.14,0.51
2014-10-15,Maharashtra,Bid,Nagpur,18.86,76.44,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.33
2014-10-15,Maharashtra,Mumbai city,Mumbai,18.97,72.8,cereals and tubers,Potatoes,KG,actual,INR,30.6,0.5
2014-10-15,Meghalaya,East Khasi Hills,Shillong,25.58,91.9,cereals and tubers,Potatoes,KG,actual,INR,27.0,0.44
2014-10-15,Mizoram,Aizawl,Aizawl,23.72,92.7,cereals and tubers,Potatoes,KG,actual,INR,43.5,0.71
2014-10-15,Nagaland,Dimapur,Dimapur,25.9,93.75,cereals and tubers,Potatoes,KG,actual,INR,38.64,0.63
2014-10-15,Orissa,Cuttack,Cuttack,20.5,85.8,cereals and tubers,Potatoes,KG,actual,INR,26.07,0.42
2014-10-15,Orissa,Khordha,Bhubaneshwar,20.23,85.8,cereals and tubers,Potatoes,KG,actual,INR,25.2,0.41
2014-10-15,Orissa,Sambalpur,Sambalpur,21.45,83.94,cereals and tubers,Potatoes,KG,actual,INR,25.6,0.42
2014-10-15,Puducherry,Puducherry,Puducherry,11.92,79.75,cereals and tubers,Potatoes,KG,actual,INR,34.75,0.57
2014-10-15,Punjab,Amritsar,Amritsar,31.64,74.9,cereals and tubers,Potatoes,KG,actual,INR,37.38,0.61
2014-10-15,Punjab,Bathinda,Bathinda,30.2,74.94,cereals and tubers,Potatoes,KG,actual,INR,26.0,0.42
2014-10-15,Punjab,Ludhiana,Ludhiana,30.9,75.9,cereals and tubers,Potatoes,KG,actual,INR,26.6,0.43
2014-10-15,Rajasthan,Bikaner,Jaipur,28.89,74.06,cereals and tubers,Potatoes,KG,actual,INR,24.88,0.41
2014-10-15,Rajasthan,Jodhpur,Jodhpur,26.28,73.0,cereals and tubers,Potatoes,KG,actual,INR,23.57,0.38
2014-10-15,Rajasthan,Kota,Kota,25.19,75.8,cereals and tubers,Potatoes,KG,actual,INR,25.0,0.41
2014-10-15,Tamil Nadu,Chennai,Chennai,13.086,80.3,cereals and tubers,Potatoes,KG,actual,INR,29.19,0.48
2014-10-15,Tamil Nadu,Dindigul,Dindigul,10.35,77.94,cereals and tubers,Potatoes,KG,actual,INR,30.0,0.49
2014-10-15,Telangana,Hyderabad,Hyderabad,17.38,78.5,cereals and tubers,Potatoes,KG,actual,INR,32.0,0.52
2014-10-15,Tripura,West Tripura,Agartala,23.84,91.25,cereals and tubers,Potatoes,KG,actual,INR,28.5,0.46
2014-10-15,Uttar Pradesh,Agra,Agra,27.19,78.0,cereals and tubers,Potatoes,KG,actual,INR,31.33,0.51
2014-10-15,Uttar Pradesh,Kanpur,Kanpur,26.47,80.4,cereals and tubers,Potatoes,KG,actual,INR,25.71,0.42
2014-10-15,Uttar Pradesh,Lucknow,Lucknow,26.84,80.94,cereals and tubers,Potatoes,KG,actual,INR,25.67,0.42
2014-10-15,Uttar Pradesh,Varanasi,Varanasi,25.33,83.0,cereals and tubers,Potatoes,KG,actual,INR,27.43,0.45
2014-10-15,Uttarakhand,Dehra Dun,Dehradun,30.33,78.06,cereals and tubers,Potatoes,KG,actual,INR,28.25,0.46
2014-10-15,West Bengal,Darjiling,Siliguri,26.72,88.44,cereals and tubers,Potatoes,KG,actual,INR,22.31,0.36
2014-10-15,West Bengal,Kolkata,Kolkata,22.56,88.4,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.33
2014-11-15,Andaman and Nicobar,Andaman Islands,Port Blair,11.664,92.75,cereals and tubers,Potatoes,KG,actual,INR,30.0,0.49
2014-11-15,Andhra Pradesh,Krishna,Vijaywada,16.52,80.6,cereals and tubers,Potatoes,KG,actual,INR,32.53,0.53
2014-11-15,Assam,Kamrup,Guwahati,26.19,91.75,cereals and tubers,Potatoes,KG,actual,INR,27.63,0.45
2014-11-15,Bihar,Banka,Bhagalpur,24.89,86.94,cereals and tubers,Potatoes,KG,actual,INR,23.21,0.38
2014-11-15,Bihar,Patna,Patna,25.6,85.1,cereals and tubers,Potatoes,KG,actual,INR,25.8,0.42
2014-11-15,Chandigarh,Chandigarh,Chandigarh,30.73,76.8,cereals and tubers,Potatoes,KG,actual,INR,28.59,0.46
2014-11-15,Delhi,Delhi,Delhi,28.67,77.2,cereals and tubers,Potatoes,KG,actual,INR,33.41,0.54
2014-11-15,Goa,North Goa,Panaji,15.484,73.8,cereals and tubers,Potatoes,KG,actual,INR,38.93,0.63
2014-11-15,Gujarat,Ahmadabad,Ahmedabad,23.03,72.6,cereals and tubers,Potatoes,KG,actual,INR,22.24,0.36
2014-11-15,Gujarat,Rajkot,Rajkot,22.3,70.8,cereals and tubers,Potatoes,KG,actual,INR,28.41,0.46
2014-11-15,Haryana,Hisar,Hisar,29.17,75.7,cereals and tubers,Potatoes,KG,actual,INR,22.47,0.36
2014-11-15,Haryana,Karnal,Karnal,29.69,77.0,cereals and tubers,Potatoes,KG,actual,INR,27.18,0.44
2014-11-15,Himachal Pradesh,Mandi,Mandi,31.72,76.94,cereals and tubers,Potatoes,KG,actual,INR,32.24,0.52
2014-11-15,Himachal Pradesh,Shimla,Shimla,31.11,77.2,cereals and tubers,Potatoes,KG,actual,INR,31.88,0.52
2014-11-15,Jharkhand,Ranchi,Ranchi,23.34,85.3,cereals and tubers,Potatoes,KG,actual,INR,30.76,0.5
2014-11-15,Karnataka,Bangalore Urban,Bengaluru,12.96,77.56,cereals and tubers,Potatoes,KG,actual,INR,26.93,0.44
2014-11-15,Karnataka,Dharwad,Dharwad,15.47,75.0,cereals and tubers,Potatoes,KG,actual,INR,33.65,0.55
2014-11-15,Kerala,Ernakulam,Ernakulam,9.984,76.3,cereals and tubers,Potatoes,KG,actual,INR,39.75,0.64
2014-11-15,Kerala,Thiruvananthapuram,Tiruvanantapuram,8.51,76.94,cereals and tubers,Potatoes,KG,actual,INR,40.56,0.66
2014-11-15,Madhya Pradesh,Bhopal,Bhopal,23.27,77.4,cereals and tubers,Potatoes,KG,actual,INR,28.0,0.45
2014-11-15,Madhya Pradesh,Indore,Indore,22.72,75.8,cereals and tubers,Potatoes,KG,actual,INR,35.53,0.58
2014-11-15,Maharashtra,Amravati,Raipur,21.58,77.25,cereals and tubers,Potatoes,KG,actual,INR,30.0,0.49
2014-11-15,Maharashtra,Bid,Nagpur,18.86,76.44,cereals and tubers,Potatoes,KG,actual,INR,20.82,0.34
2014-11-15,Maharashtra,Mumbai city,Mumbai,18.97,72.8,cereals and tubers,Potatoes,KG,actual,INR,31.88,0.52
2014-11-15,Meghalaya,East Khasi Hills,Shillong,25.58,91.9,cereals and tubers,Potatoes,KG,actual,INR,27.0,0.44
2014-11-15,Mizoram,Aizawl,Aizawl,23.72,92.7,cereals and tubers,Potatoes,KG,actual,INR,44.79,0.73
2014-11-15,Nagaland,Dimapur,Dimapur,25.9,93.75,cereals and tubers,Potatoes,KG,actual,INR,35.0,0.57
2014-11-15,Orissa,Cuttack,Cuttack,20.5,85.8,cereals and tubers,Potatoes,KG,actual,INR,27.35,0.44
2014-11-15,Orissa,Khordha,Bhubaneshwar,20.23,85.8,cereals and tubers,Potatoes,KG,actual,INR,25.88,0.42
2014-11-15,Orissa,Sambalpur,Sambalpur,21.45,83.94,cereals and tubers,Potatoes,KG,actual,INR,26.75,0.43
2014-11-15,Puducherry,Puducherry,Puducherry,11.92,79.75,cereals and tubers,Potatoes,KG,actual,INR,34.12,0.55
2014-11-15,Punjab,Amritsar,Amritsar,31.64,74.9,cereals and tubers,Potatoes,KG,actual,INR,34.0,0.55
2014-11-15,Punjab,Bathinda,Bathinda,30.2,74.94,cereals and tubers,Potatoes,KG,actual,INR,25.0,0.41
2014-11-15,Punjab,Ludhiana,Ludhiana,30.9,75.9,cereals and tubers,Potatoes,KG,actual,INR,27.0,0.44
2014-11-15,Rajasthan,Bikaner,Jaipur,28.89,74.06,cereals and tubers,Potatoes,KG,actual,INR,25.18,0.41
2014-11-15,Rajasthan,Jodhpur,Jodhpur,26.28,73.0,cereals and tubers,Potatoes,KG,actual,INR,26.76,0.43
2014-11-15,Rajasthan,Kota,Kota,25.19,75.8,cereals and tubers,Potatoes,KG,actual,INR,20.42,0.33
2014-11-15,Tamil Nadu,Chennai,Chennai,13.086,80.3,cereals and tubers,Potatoes,KG,actual,INR,29.24,0.47
2014-11-15,Tamil Nadu,Dindigul,Dindigul,10.35,77.94,cereals and tubers,Potatoes,KG,actual,INR,30.0,0.49
2014-11-15,Telangana,Hyderabad,Hyderabad,17.38,78.5,cereals and tubers,Potatoes,KG,actual,INR,34.76,0.56
2014-11-15,Tripura,West Tripura,Agartala,23.84,91.25,cereals and tubers,Potatoes,KG,actual,INR,28.0,0.45
2014-11-15,Uttar Pradesh,Agra,Agra,27.19,78.0,cereals and tubers,Potatoes,KG,actual,INR,32.33,0.52
2014-11-15,Uttar Pradesh,Kanpur,Kanpur,26.47,80.4,cereals and tubers,Potatoes,KG,actual,INR,28.73,0.47
2014-11-15,Uttar Pradesh,Lucknow,Lucknow,26.84,80.94,cereals and tubers,Potatoes,KG,actual,INR,29.33,0.48
2014-11-15,Uttar Pradesh,Varanasi,Varanasi,25.33,83.0,cereals and tubers,Potatoes,KG,actual,INR,30.0,0.49
2014-11-15,Uttarakhand,Dehra Dun,Dehradun,30.33,78.06,cereals and tubers,Potatoes,KG,actual,INR,30.0,0.49
2014-11-15,West Bengal,Darjiling,Siliguri,26.72,88.44,cereals and tubers,Potatoes,KG,actual,INR,23.13,0.37
2014-11-15,West Bengal,Kolkata,Kolkata,22.56,88.4,cereals and tubers,Potatoes,KG,actual,INR,21.18,0.34
2014-12-15,Andaman and Nicobar,Andaman Islands,Port Blair,11.664,92.75,cereals and tubers,Potatoes,KG,actual,INR,34.25,0.54
2014-12-15,Andhra Pradesh,Krishna,Vijaywada,16.52,80.6,cereals and tubers,Potatoes,KG,actual,INR,30.27,0.48
2014-12-15,Assam,Kamrup,Guwahati,26.19,91.75,cereals and tubers,Potatoes,KG,actual,INR,20.19,0.32
2014-12-15,Bihar,Banka,Bhagalpur,24.89,86.94,cereals and tubers,Potatoes,KG,actual,INR,18.57,0.29
2014-12-15,Bihar,Patna,Patna,25.6,85.1,cereals and tubers,Potatoes,KG,actual,INR,18.58,0.29
2014-12-15,Chandigarh,Chandigarh,Chandigarh,30.73,76.8,cereals and tubers,Potatoes,KG,actual,INR,22.48,0.36
2014-12-15,Delhi,Delhi,Delhi,28.67,77.2,cereals and tubers,Potatoes,KG,actual,INR,19.59,0.31
2014-12-15,Goa,North Goa,Panaji,15.484,73.8,cereals and tubers,Potatoes,KG,actual,INR,41.22,0.65
2014-12-15,Gujarat,Ahmadabad,Ahmedabad,23.03,72.6,cereals and tubers,Potatoes,KG,actual,INR,20.18,0.32
2014-12-15,Gujarat,Rajkot,Rajkot,22.3,70.8,cereals and tubers,Potatoes,KG,actual,INR,23.09,0.37
2014-12-15,Haryana,Hisar,Hisar,29.17,75.7,cereals and tubers,Potatoes,KG,actual,INR,15.1,0.24
2014-12-15,Haryana,Karnal,Karnal,29.69,77.0,cereals and tubers,Potatoes,KG,actual,INR,18.62,0.29
2014-12-15,Himachal Pradesh,Mandi,Mandi,31.72,76.94,cereals and tubers,Potatoes,KG,actual,INR,16.14,0.26
2014-12-15,Himachal Pradesh,Shimla,Shimla,31.11,77.2,cereals and tubers,Potatoes,KG,actual,INR,16.95,0.27
2014-12-15,Jharkhand,Ranchi,Ranchi,23.34,85.3,cereals and tubers,Potatoes,KG,actual,INR,16.7,0.26
2014-12-15,Karnataka,Bangalore Urban,Bengaluru,12.96,77.56,cereals and tubers,Potatoes,KG,actual,INR,29.79,0.47
2014-12-15,Karnataka,Dharwad,Dharwad,15.47,75.0,cereals and tubers,Potatoes,KG,actual,INR,27.43,0.43
2014-12-15,Kerala,Ernakulam,Ernakulam,9.984,76.3,cereals and tubers,Potatoes,KG,actual,INR,35.43,0.56
2014-12-15,Kerala,Thiruvananthapuram,Tiruvanantapuram,8.51,76.94,cereals and tubers,Potatoes,KG,actual,INR,40.0,0.63
2014-12-15,Madhya Pradesh,Bhopal,Bhopal,23.27,77.4,cereals and tubers,Potatoes,KG,actual,INR,19.05,0.3
2014-12-15,Madhya Pradesh,Indore,Indore,22.72,75.8,cereals and tubers,Potatoes,KG,actual,INR,30.68,0.49
2014-12-15,Maharashtra,Amravati,Raipur,21.58,77.25,cereals and tubers,Potatoes,KG,actual,INR,27.0,0.43
2014-12-15,Maharashtra,Bid,Nagpur,18.86,76.44,cereals and tubers,Potatoes,KG,actual,INR,23.0,0.36
2014-12-15,Maharashtra,Mumbai city,Mumbai,18.97,72.8,cereals and tubers,Potatoes,KG,actual,INR,31.18,0.49
2014-12-15,Meghalaya,East Khasi Hills,Shillong,25.58,91.9,cereals and tubers,Potatoes,KG,actual,INR,25.09,0.4
2014-12-15,Mizoram,Aizawl,Aizawl,23.72,92.7,cereals and tubers,Potatoes,KG,actual,INR,46.4,0.73
2014-12-15,Nagaland,Dimapur,Dimapur,25.9,93.75,cereals and tubers,Potatoes,KG,actual,INR,33.75,0.53
2014-12-15,Orissa,Cuttack,Cuttack,20.5,85.8,cereals and tubers,Potatoes,KG,actual,INR,20.68,0.33
2014-12-15,Orissa,Khordha,Bhubaneshwar,20.23,85.8,cereals and tubers,Potatoes,KG,actual,INR,19.82,0.31
2014-12-15,Orissa,Sambalpur,Sambalpur,21.45,83.94,cereals and tubers,Potatoes,KG,actual,INR,20.18,0.32
2014-12-15,Puducherry,Puducherry,Puducherry,11.92,79.75,cereals and tubers,Potatoes,KG,actual,INR,30.55,0.48
2014-12-15,Punjab,Amritsar,Amritsar,31.64,74.9,cereals and tubers,Potatoes,KG,actual,INR,22.86,0.36
2014-12-15,Punjab,Bathinda,Bathinda,30.2,74.94,cereals and tubers,Potatoes,KG,actual,INR,10.4,0.16
2014-12-15,Punjab,Ludhiana,Ludhiana,30.9,75.9,cereals and tubers,Potatoes,KG,actual,INR,17.67,0.28
2014-12-15,Rajasthan,Bikaner,Jaipur,28.89,74.06,cereals and tubers,Potatoes,KG,actual,INR,18.0,0.28
2014-12-15,Rajasthan,Jodhpur,Jodhpur,26.28,73.0,cereals and tubers,Potatoes,KG,actual,INR,20.0,0.32
2014-12-15,Rajasthan,Kota,Kota,25.19,75.8,cereals and tubers,Potatoes,KG,actual,INR,19.33,0.31
2014-12-15,Tamil Nadu,Chennai,Chennai,13.086,80.3,cereals and tubers,Potatoes,KG,actual,INR,26.32,0.42
2014-12-15,Tamil Nadu,Dindigul,Dindigul,10.35,77.94,cereals and tubers,Potatoes,KG,actual,INR,30.0,0.47
2014-12-15,Telangana,Hyderabad,Hyderabad,17.38,78.5,cereals and tubers,Potatoes,KG,actual,INR,32.29,0.51
2014-12-15,Tripura,West Tripura,Agartala,23.84,91.25,cereals and tubers,Potatoes,KG,actual,INR,26.0,0.41
2014-12-15,Uttar Pradesh,Agra,Agra,27.19,78.0,cereals and tubers,Potatoes,KG,actual,INR,14.38,0.23
2014-12-15,Uttar Pradesh,Kanpur,Kanpur,26.47,80.4,cereals and tubers,Potatoes,KG,actual,INR,14.05,0.22
2014-12-15,Uttar Pradesh,Lucknow,Lucknow,26.84,80.94,cereals and tubers,Potatoes,KG,actual,INR,18.0,0.28
2014-12-15,Uttar Pradesh,Varanasi,Varanasi,25.33,83.0,cereals and tubers,Potatoes,KG,actual,INR,21.35,0.34
2014-12-15,Uttarakhand,Dehra Dun,Dehradun,30.33,78.06,cereals and tubers,Potatoes,KG,actual,INR,24.45,0.39
2014-12-15,West Bengal,Darjiling,Siliguri,26.72,88.44,cereals and tubers,Potatoes,KG,actual,INR,20.84,0.33
2014-12-15,West Bengal,Kolkata,Kolkata,22.56,88.4,cereals and tubers,Potatoes,KG,actual,INR,19.18,0.3
2015-01-15,Andaman and Nicobar,Andaman Islands,Port Blair,11.664,92.75,cereals and tubers,Potatoes,KG,actual,INR,29.67,0.48
2015-01-15,Andhra Pradesh,Krishna,Vijaywada,16.52,80.6,cereals and tubers,Potatoes,KG,actual,INR,22.94,0.37
2015-01-15,Assam,Kamrup,Guwahati,26.19,91.75,cereals and tubers,Potatoes,KG,actual,INR,10.88,0.18
2015-01-15,Bihar,Banka,Bhagalpur,24.89,86.94,cereals and tubers,Potatoes,KG,actual,INR,9.11,0.15
2015-01-15,Bihar,Patna,Patna,25.6,85.1,cereals and tubers,Potatoes,KG,actual,INR,12.67,0.2
2015-01-15,Chandigarh,Chandigarh,Chandigarh,30.73,76.8,cereals and tubers,Potatoes,KG,actual,INR,13.42,0.22
2015-01-15,Delhi,Delhi,Delhi,28.67,77.2,cereals and tubers,Potatoes,KG,actual,INR,14.55,0.23
2015-01-15,Goa,North Goa,Panaji,15.484,73.8,cereals and tubers,Potatoes,KG,actual,INR,33.47,0.54
2015-01-15,Gujarat,Ahmadabad,Ahmedabad,23.03,72.6,cereals and tubers,Potatoes,KG,actual,INR,19.16,0.31
2015-01-15,Gujarat,Rajkot,Rajkot,22.3,70.8,cereals and tubers,Potatoes,KG,actual,INR,13.0,0.21
2015-01-15,Haryana,Gurgaon,Gurgaon,28.45,77.0,cereals and tubers,Potatoes,KG,actual,INR,30.0,0.48
2015-01-15,Haryana,Hisar,Hisar,29.17,75.7,cereals and tubers,Potatoes,KG,actual,INR,8.0,0.13
2015-01-15,Haryana,Karnal,Karnal,29.69,77.0,cereals and tubers,Potatoes,KG,actual,INR,10.05,0.16
2015-01-15,Haryana,Panchkula,Panchkula,30.69,76.9,cereals and tubers,Potatoes,KG,actual,INR,25.0,0.4
2015-01-15,Himachal Pradesh,Mandi,Mandi,31.72,76.94,cereals and tubers,Potatoes,KG,actual,INR,10.0,0.16
2015-01-15,Himachal Pradesh,Shimla,Shimla,31.11,77.2,cereals and tubers,Potatoes,KG,actual,INR,10.21,0.16
2015-01-15,Jharkhand,Ranchi,Ranchi,23.34,85.3,cereals and tubers,Potatoes,KG,actual,INR,12.8,0.21
2015-01-15,Karnataka,Bangalore Urban,Bengaluru,12.96,77.56,cereals and tubers,Potatoes,KG,actual,INR,24.29,0.39
